Iteration,Buffer_Size,Total_Loss,Policy_Loss,Value_Loss,New_Champion
2975,500000,3.1082,2.6481,0.4601,False
2976,500000,3.1221,2.6487,0.4734,False
2977,500000,3.1343,2.6494,0.4849,False
2978,500000,3.1508,2.6513,0.4994,False
2979,500000,3.1645,2.6525,0.5120,False
2980,500000,3.1761,2.6530,0.5232,False
2981,500000,3.1865,2.6536,0.5329,False
2982,500000,3.1974,2.6550,0.5424,False
2983,500000,3.2091,2.6561,0.5531,False
2984,500000,3.2208,2.6570,0.5638,False
2985,500000,3.2327,2.6593,0.5735,False
2986,500000,3.2443,2.6603,0.5839,True
2987,500000,3.1567,2.6543,0.5024,True
2988,500000,3.1215,2.6511,0.4704,False
2989,500000,3.1351,2.6508,0.4843,False
2990,500000,3.1469,2.6519,0.4950,False
2991,500000,3.1573,2.6523,0.5050,True
2992,500000,3.1118,2.6488,0.4630,False
2993,500000,3.1244,2.6483,0.4761,False
2994,500000,3.1390,2.6496,0.4894,False
2995,500000,3.1512,2.6509,0.5003,False
2996,500000,3.1640,2.6512,0.5128,False
2997,500000,3.1792,2.6536,0.5256,False
2992,13439,1.9968,1.8114,0.1853,False
2993,26894,2.2261,2.0149,0.2112,False
2994,40462,2.4715,2.2304,0.2412,False
2995,53751,2.6626,2.3842,0.2784,False
2996,67146,2.7909,2.4785,0.3124,False
2997,80141,2.8789,2.5332,0.3457,False
2998,93452,2.9436,2.5700,0.3736,False
2999,107177,2.9981,2.5945,0.4036,False
3000,120542,3.0395,2.6122,0.4273,False
3001,134101,3.0750,2.6229,0.4522,False
3002,147238,3.1094,2.6330,0.4764,False
3003,160995,3.1438,2.6426,0.5012,False
3004,174765,3.1701,2.6484,0.5217,False
3005,188422,3.1919,2.6529,0.5390,False
3006,202162,3.2184,2.6582,0.5602,False
3007,216176,3.2327,2.6604,0.5723,False
3008,229761,3.2560,2.6648,0.5911,False
3009,243218,3.2675,2.6660,0.6016,False
3010,256982,3.2840,2.6683,0.6157,False
3011,270593,3.3010,2.6715,0.6294,True
3012,284056,3.0607,2.6347,0.4260,False
3013,297613,3.0803,2.6382,0.4421,False
3014,311252,3.0989,2.6425,0.4564,False
3015,324740,3.1188,2.6449,0.4739,False
3016,338378,3.1363,2.6476,0.4887,False
3017,351681,3.1522,2.6499,0.5022,False
3018,365105,3.1678,2.6522,0.5157,False
3019,378541,3.1821,2.6547,0.5274,False
3020,391950,3.1956,2.6561,0.5394,False
3021,405156,3.2066,2.6573,0.5494,False
3022,418479,3.2171,2.6586,0.5586,False
3023,431917,3.2319,2.6606,0.5713,False
3024,445761,3.2417,2.6614,0.5803,False
3025,458933,3.2539,2.6636,0.5903,False
3026,472370,3.2607,2.6638,0.5969,False
3027,485880,3.2724,2.6655,0.6068,True
3028,499304,3.1736,2.6584,0.5153,False
3029,500000,3.1839,2.6590,0.5249,False
3030,500000,3.1960,2.6607,0.5353,False
3031,500000,3.2043,2.6600,0.5443,False
3032,500000,3.2148,2.6612,0.5536,False
3033,500000,3.2225,2.6628,0.5597,False
3034,500000,3.2332,2.6634,0.5698,False
3035,500000,3.2413,2.6642,0.5770,True
3036,500000,3.1647,2.6584,0.5062,True
3037,500000,3.1281,2.6536,0.4745,False
3038,500000,3.1394,2.6548,0.4846,False
3039,500000,3.1501,2.6554,0.4947,False
3040,500000,3.1619,2.6564,0.5055,False
3041,500000,3.1720,2.6566,0.5154,False
3042,500000,3.1857,2.6585,0.5272,False
3043,500000,3.1960,2.6595,0.5365,False
3044,500000,3.2078,2.6600,0.5478,False
3045,500000,3.2207,2.6608,0.5598,False
3046,500000,3.2304,2.6624,0.5680,False
3047,500000,3.2411,2.6637,0.5774,False
3048,500000,3.2509,2.6641,0.5867,False
3049,500000,3.2599,2.6645,0.5955,False
3050,500000,3.2697,2.6653,0.6044,False
3051,500000,3.2800,2.6668,0.6131,False
3052,500000,3.2870,2.6670,0.6201,False
3053,500000,3.2960,2.6681,0.6278,False
3054,500000,3.3055,2.6693,0.6362,True
3055,500000,3.1891,2.6604,0.5287,False
3056,500000,3.1967,2.6604,0.5364,False
3057,500000,3.2061,2.6610,0.5450,False
3058,500000,3.2186,2.6632,0.5554,False
3059,500000,3.2251,2.6633,0.5618,False
3060,500000,3.2359,2.6647,0.5712,False
3061,500000,3.2447,2.6647,0.5800,False
3062,500000,3.2530,2.6652,0.5878,False
3063,500000,3.2632,2.6667,0.5965,False
3064,500000,3.2712,2.6662,0.6050,False
3065,500000,3.2811,2.6687,0.6124,False
3066,500000,3.2879,2.6684,0.6195,False
3067,500000,3.2959,2.6690,0.6268,True
3068,500000,3.1903,2.6609,0.5294,False
3069,500000,3.1991,2.6615,0.5375,False
3070,500000,3.2067,2.6614,0.5453,False
3071,500000,3.2183,2.6631,0.5552,False
3072,500000,3.2291,2.6637,0.5654,True
3073,500000,3.1618,2.6580,0.5038,False
3074,500000,3.1710,2.6578,0.5132,False
3075,500000,3.1827,2.6600,0.5227,False
3076,500000,3.1908,2.6598,0.5310,False
3077,500000,3.2009,2.6608,0.5401,False
3078,500000,3.2112,2.6615,0.5497,False
3079,500000,3.2197,2.6617,0.5580,False
3080,500000,3.2287,2.6622,0.5664,False
3081,500000,3.2374,2.6635,0.5739,False
3082,500000,3.2484,2.6643,0.5841,True
3083,500000,3.1641,2.6568,0.5072,False
3084,500000,3.1740,2.6577,0.5163,False
3085,500000,3.1853,2.6588,0.5265,False
3086,500000,3.1948,2.6592,0.5356,False
3087,500000,3.2068,2.6608,0.5461,False
3088,500000,3.2155,2.6614,0.5542,False
3089,500000,3.2244,2.6609,0.5635,False
3090,500000,3.2364,2.6632,0.5731,False
3091,500000,3.2442,2.6643,0.5799,False
3092,500000,3.2498,2.6643,0.5856,False
3093,500000,3.2609,2.6652,0.5957,False
3094,500000,3.2693,2.6655,0.6038,False
3095,500000,3.2787,2.6678,0.6109,False
3096,500000,3.2863,2.6673,0.6190,False
3097,500000,3.2939,2.6689,0.6250,False
3098,500000,3.3029,2.6696,0.6333,True
3099,500000,3.1884,2.6603,0.5281,True
3100,500000,3.1382,2.6548,0.4834,False
3101,500000,3.1496,2.6554,0.4942,False
3102,500000,3.1605,2.6567,0.5038,False
3103,500000,3.1723,2.6582,0.5141,False
3104,500000,3.1837,2.6589,0.5249,False
3105,500000,3.1949,2.6604,0.5345,False
3106,500000,3.2045,2.6606,0.5438,True
3107,500000,3.1435,2.6556,0.4879,False
3108,500000,3.1541,2.6551,0.4990,True
3109,500000,3.1191,2.6514,0.4677,True
3110,500000,3.0984,2.6481,0.4502,False
3111,500000,3.1074,2.6480,0.4594,False
3112,500000,3.1200,2.6489,0.4711,False
3113,500000,3.1334,2.6497,0.4837,False
3114,500000,3.1465,2.6517,0.4948,False
3115,500000,3.1580,2.6524,0.5056,False
3116,500000,3.1707,2.6538,0.5169,False
3117,500000,3.1796,2.6533,0.5262,False
3118,500000,3.1943,2.6542,0.5401,False
3119,500000,3.2051,2.6550,0.5501,False
3120,500000,3.2180,2.6569,0.5611,False
3121,500000,3.2297,2.6576,0.5721,False
3122,500000,3.2395,2.6580,0.5815,False
3123,500000,3.2499,2.6585,0.5914,False
3124,500000,3.2595,2.6591,0.6005,False
3125,500000,3.2694,2.6603,0.6091,False
3110,13024,1.9983,1.8118,0.1865,False
3111,26225,2.2104,2.0032,0.2072,False
3112,39565,2.4702,2.2294,0.2408,False
3113,52326,2.6521,2.3775,0.2746,False
3114,65775,2.7783,2.4734,0.3050,False
3115,78889,2.8625,2.5289,0.3337,False
3116,92187,2.9279,2.5641,0.3639,False
3117,105615,2.9856,2.5901,0.3955,False
3118,119268,3.0319,2.6092,0.4227,False
3119,132203,3.0676,2.6214,0.4463,False
3120,145176,3.0988,2.6312,0.4677,False
3121,158257,3.1290,2.6378,0.4912,True
3122,171653,2.8720,2.5501,0.3219,False
3123,184657,2.9121,2.5640,0.3481,False
3124,198120,2.9476,2.5756,0.3720,False
3125,211233,2.9764,2.5833,0.3931,False
3126,224473,3.0049,2.5909,0.4141,False
3127,237655,3.0347,2.6003,0.4344,False
3128,250631,3.0592,2.6062,0.4530,False
3129,263541,3.0827,2.6110,0.4717,False
3130,276831,3.1013,2.6155,0.4858,True
3131,290250,2.9869,2.5931,0.3939,False
3132,303873,3.0133,2.5999,0.4135,False
3133,316949,3.0342,2.6037,0.4305,False
3134,329874,3.0540,2.6057,0.4483,False
3135,343443,3.0763,2.6119,0.4643,False
3136,356519,3.0946,2.6165,0.4781,False
3137,369615,3.1108,2.6183,0.4926,False
3138,382899,3.1285,2.6215,0.5070,False
3139,396132,3.1461,2.6245,0.5216,False
3140,409850,3.1624,2.6282,0.5342,False
3141,423396,3.1728,2.6286,0.5442,False
3142,436295,3.1891,2.6316,0.5575,True
3143,449789,3.1023,2.6260,0.4762,False
3144,463122,3.1197,2.6290,0.4907,False
3145,476648,3.1366,2.6325,0.5041,False
3146,489951,3.1473,2.6339,0.5134,False
3147,500000,3.1623,2.6354,0.5268,False
3148,500000,3.1763,2.6386,0.5377,False
3149,500000,3.1872,2.6391,0.5481,True
3150,500000,3.1270,2.6362,0.4908,False
3151,500000,3.1416,2.6378,0.5038,False
3152,500000,3.1558,2.6399,0.5159,False
3153,500000,3.1663,2.6417,0.5247,True
3154,500000,3.1210,2.6377,0.4833,False
3155,500000,3.1351,2.6396,0.4954,False
3156,500000,3.1481,2.6405,0.5076,True
3157,500000,3.1113,2.6374,0.4739,False
3158,500000,3.1258,2.6391,0.4866,False
3159,500000,3.1380,2.6409,0.4972,False
3160,500000,3.1486,2.6423,0.5063,False
3161,500000,3.1610,2.6428,0.5182,False
3162,500000,3.1726,2.6445,0.5281,False
3163,500000,3.1854,2.6461,0.5393,False
3164,500000,3.1969,2.6468,0.5501,False
3165,500000,3.2086,2.6481,0.5605,False
3166,500000,3.2183,2.6498,0.5685,False
3167,500000,3.2293,2.6513,0.5780,False
3168,500000,3.2408,2.6537,0.5871,False
3169,500000,3.2518,2.6541,0.5977,True
3170,500000,3.1576,2.6475,0.5100,False
3171,500000,3.1662,2.6479,0.5183,False
3172,500000,3.1784,2.6492,0.5292,False
3173,500000,3.1904,2.6513,0.5390,False
3174,500000,3.2001,2.6518,0.5482,False
3175,500000,3.2114,2.6540,0.5573,False
3176,500000,3.2193,2.6537,0.5656,False
3177,500000,3.2310,2.6553,0.5757,False
3178,500000,3.2411,2.6572,0.5839,False
3179,500000,3.2522,2.6586,0.5936,False
3180,500000,3.2609,2.6598,0.6012,False
3181,500000,3.2696,2.6602,0.6094,False
3182,500000,3.2778,2.6615,0.6162,False
3183,500000,3.2871,2.6621,0.6250,False
3184,500000,3.2952,2.6631,0.6321,False
3185,500000,3.3022,2.6653,0.6369,False
3186,500000,3.3120,2.6656,0.6464,False
3187,500000,3.3205,2.6670,0.6535,True
3188,500000,3.1927,2.6577,0.5350,False
3189,500000,3.2026,2.6588,0.5438,False
3190,500000,3.2121,2.6594,0.5527,False
3191,500000,3.2214,2.6606,0.5607,True
3192,500000,3.1543,2.6544,0.4999,True
3193,500000,3.1220,2.6505,0.4716,False
3194,500000,3.1314,2.6506,0.4808,False
3195,500000,3.1448,2.6523,0.4925,False
3196,500000,3.1550,2.6529,0.5022,False
3197,500000,3.1661,2.6532,0.5129,False
3198,500000,3.1761,2.6547,0.5214,False
3199,500000,3.1863,2.6553,0.5311,False
3200,500000,3.1979,2.6555,0.5423,False
3201,500000,3.2067,2.6567,0.5500,False
3202,500000,3.2175,2.6573,0.5602,False
3203,500000,3.2272,2.6581,0.5691,False
3204,500000,3.2370,2.6596,0.5774,False
3205,500000,3.2491,2.6599,0.5891,False
3206,500000,3.2558,2.6605,0.5953,False
3207,500000,3.2681,2.6617,0.6064,False
3208,500000,3.2738,2.6614,0.6124,False
3209,500000,3.2816,2.6627,0.6190,False
3210,500000,3.2894,2.6624,0.6269,False
3211,500000,3.2962,2.6628,0.6335,False
3212,500000,3.3055,2.6640,0.6415,False
3213,500000,3.3130,2.6637,0.6493,True
3214,500000,3.1907,2.6557,0.5350,False
3215,500000,3.1983,2.6543,0.5440,False
3216,500000,3.2092,2.6564,0.5528,False
3217,500000,3.2186,2.6571,0.5615,False
3218,500000,3.2272,2.6572,0.5699,True
3219,13047,1.9872,1.8040,0.1833,False
3220,26211,2.2161,2.0045,0.2115,False
3221,39488,2.4757,2.2295,0.2462,False
3222,52633,2.6635,2.3816,0.2819,False
3223,65685,2.7864,2.4734,0.3130,False
3224,78954,2.8827,2.5337,0.3490,False
3225,91937,2.9460,2.5693,0.3767,False
3226,104785,2.9933,2.5893,0.4041,False
3227,117862,3.0406,2.6081,0.4325,False
3228,130863,3.0772,2.6196,0.4576,False
3229,144131,3.1081,2.6290,0.4791,False
3230,157152,3.1371,2.6367,0.5004,False
3231,170048,3.1636,2.6430,0.5206,False
3232,183144,3.1870,2.6476,0.5395,False
3233,196007,3.2094,2.6526,0.5568,True
3234,208741,2.9584,2.5893,0.3690,False
3235,221897,2.9867,2.5980,0.3887,False
3236,235285,3.0140,2.6055,0.4085,False
3237,248175,3.0373,2.6107,0.4266,False
3238,260969,3.0571,2.6147,0.4424,False
3239,274037,3.0812,2.6197,0.4614,True
3240,287310,2.9881,2.5957,0.3924,False
3241,300369,3.0145,2.6014,0.4131,False
3242,313764,3.0368,2.6063,0.4305,False
3243,326902,3.0565,2.6093,0.4472,False
3244,339637,3.0763,2.6139,0.4623,True
3245,352620,3.0187,2.6044,0.4143,False
3246,366001,3.0414,2.6088,0.4326,False
3247,378874,3.0568,2.6104,0.4465,False
3248,391815,3.0762,2.6146,0.4616,False
3249,405015,3.0923,2.6172,0.4751,False
3250,418102,3.1086,2.6202,0.4884,False
3251,431081,3.1242,2.6214,0.5027,False
3252,444411,3.1402,2.6251,0.5151,False
3253,457279,3.1544,2.6259,0.5284,False
3254,470404,3.1695,2.6282,0.5413,False
3255,483181,3.1815,2.6304,0.5511,False
3256,496048,3.1922,2.6311,0.5611,False
3257,500000,3.2069,2.6339,0.5729,False
3258,500000,3.2198,2.6355,0.5843,False
3259,500000,3.2302,2.6361,0.5941,True
3260,500000,3.1466,2.6333,0.5133,True
3261,500000,3.1148,2.6318,0.4830,False
3262,500000,3.1285,2.6336,0.4949,True
3263,500000,3.1031,2.6316,0.4715,False
3264,500000,3.1164,2.6324,0.4840,False
3265,500000,3.1281,2.6340,0.4941,True
3266,500000,3.1008,2.6312,0.4696,False
3267,500000,3.1129,2.6324,0.4805,False
3268,500000,3.1271,2.6351,0.4919,False
3269,500000,3.1401,2.6364,0.5037,True
3270,500000,3.1055,2.6330,0.4725,False
3271,500000,3.1206,2.6347,0.4859,False
3272,500000,3.1324,2.6362,0.4963,False
3273,500000,3.1435,2.6372,0.5063,False
3274,500000,3.1583,2.6388,0.5195,False
3275,500000,3.1682,2.6396,0.5286,False
3276,500000,3.1817,2.6406,0.5411,False
3277,500000,3.1929,2.6424,0.5505,False
3278,500000,3.2026,2.6439,0.5586,False
3279,500000,3.2142,2.6451,0.5691,False
3280,500000,3.2247,2.6454,0.5793,False
3281,500000,3.2369,2.6470,0.5899,True
3282,500000,3.1517,2.6402,0.5116,False
3283,500000,3.1650,2.6422,0.5228,False
3284,500000,3.1757,2.6430,0.5327,False
3285,500000,3.1826,2.6432,0.5394,False
3286,500000,3.1970,2.6454,0.5516,False
3287,500000,3.2062,2.6459,0.5603,False
3288,500000,3.2170,2.6467,0.5703,False
3289,500000,3.2267,2.6480,0.5787,False
3290,500000,3.2353,2.6488,0.5866,False
3291,500000,3.2468,2.6520,0.5948,False
3292,500000,3.2575,2.6523,0.6053,False
3293,500000,3.2658,2.6532,0.6126,False
3294,500000,3.2727,2.6538,0.6189,False
3295,500000,3.2825,2.6557,0.6268,True
3296,500000,3.1784,2.6474,0.5310,False
3297,500000,3.1894,2.6490,0.5404,False
3298,500000,3.2003,2.6494,0.5510,False
3299,500000,3.2095,2.6502,0.5593,False
3300,500000,3.2192,2.6499,0.5693,False
3301,500000,3.2304,2.6520,0.5783,False
3302,500000,3.2379,2.6525,0.5854,False
3303,500000,3.2474,2.6534,0.5940,True
3304,500000,3.1665,2.6466,0.5200,True
3305,500000,3.1323,2.6436,0.4887,False
3306,500000,3.1401,2.6429,0.4972,False
3307,500000,3.1524,2.6456,0.5068,False
3308,500000,3.1628,2.6461,0.5167,False
3309,500000,3.1742,2.6480,0.5262,False
3310,500000,3.1854,2.6480,0.5374,False
3311,500000,3.1968,2.6496,0.5471,False
3312,500000,3.2046,2.6495,0.5551,False
3313,500000,3.2156,2.6512,0.5644,False
3314,500000,3.2271,2.6522,0.5749,False
3315,500000,3.2366,2.6534,0.5832,False
3316,500000,3.2470,2.6551,0.5919,False
3317,500000,3.2554,2.6551,0.6002,False
3318,500000,3.2654,2.6561,0.6093,False
3319,500000,3.2728,2.6557,0.6171,False
3320,500000,3.2813,2.6565,0.6247,False
3321,500000,3.2882,2.6577,0.6305,False
3322,500000,3.2983,2.6596,0.6388,False
3323,500000,3.3082,2.6603,0.6479,False
3324,500000,3.3169,2.6620,0.6549,False
3325,500000,3.3250,2.6625,0.6625,False
3326,500000,3.3353,2.6637,0.6715,True
3327,500000,3.2023,2.6544,0.5479,False
3328,500000,3.2113,2.6550,0.5563,False
3329,500000,3.2214,2.6561,0.5653,False
3330,500000,3.2288,2.6555,0.5733,False
3331,500000,3.2374,2.6563,0.5811,False
3332,500000,3.2468,2.6573,0.5896,False
3333,500000,3.2569,2.6581,0.5987,False
3334,500000,3.2634,2.6588,0.6046,False
3335,500000,3.2709,2.6596,0.6113,False
3336,500000,3.2798,2.6607,0.6191,False
3337,500000,3.2873,2.6611,0.6263,False
3338,500000,3.2960,2.6624,0.6335,False
3339,500000,3.3036,2.6634,0.6402,False
3340,500000,3.3115,2.6637,0.6478,False
3341,500000,3.3183,2.6648,0.6535,True
3342,500000,3.2020,2.6555,0.5464,False
3343,500000,3.2104,2.6561,0.5543,False
3344,500000,3.2156,2.6563,0.5594,False
3345,500000,3.2233,2.6565,0.5668,False
3346,500000,3.2331,2.6573,0.5758,False
3347,500000,3.2387,2.6576,0.5811,False
3348,500000,3.2499,2.6589,0.5910,False
3349,500000,3.2549,2.6595,0.5954,False
3350,500000,3.2629,2.6592,0.6037,False
3351,500000,3.2696,2.6597,0.6099,False
3352,500000,3.2783,2.6607,0.6176,False
3353,500000,3.2887,2.6620,0.6267,False
3354,500000,3.2931,2.6619,0.6313,True
3355,500000,3.1910,2.6538,0.5373,False
3356,500000,3.1998,2.6539,0.5459,False
3357,500000,3.2080,2.6554,0.5526,False
3358,500000,3.2170,2.6559,0.5610,False
3359,500000,3.2253,2.6571,0.5682,False
3360,500000,3.2341,2.6571,0.5770,False
3361,500000,3.2425,2.6578,0.5847,False
3362,500000,3.2514,2.6585,0.5929,True
3363,500000,3.1710,2.6507,0.5203,False
3364,500000,3.1797,2.6511,0.5286,False
3365,500000,3.1887,2.6519,0.5368,False
3366,500000,3.1990,2.6530,0.5459,True
3367,500000,3.1452,2.6474,0.4978,False
3368,500000,3.1552,2.6481,0.5071,True
3369,500000,3.1207,2.6437,0.4769,False
3370,500000,3.1322,2.6453,0.4869,False
3371,500000,3.1439,2.6455,0.4984,False
3372,500000,3.1536,2.6469,0.5066,True
3373,500000,3.1144,2.6412,0.4732,False
3374,500000,3.1257,2.6419,0.4838,False
3375,500000,3.1387,2.6436,0.4951,False
3376,500000,3.1505,2.6444,0.5061,False
3377,500000,3.1611,2.6450,0.5162,False
3378,500000,3.1724,2.6460,0.5264,False
3379,500000,3.1837,2.6468,0.5369,False
3380,500000,3.1946,2.6480,0.5466,False
3381,500000,3.2044,2.6492,0.5552,False
3373,12914,1.9955,1.8065,0.1891,False
