Iteration,Buffer_Size,Total_Loss,Policy_Loss,Value_Loss,New_Champion
2388,500000,3.2123,2.6796,0.5327,True
2389,500000,3.1529,2.6739,0.4789,True
2390,500000,3.1198,2.6691,0.4506,False
2391,500000,3.1304,2.6699,0.4605,False
2392,500000,3.1471,2.6713,0.4757,False
2393,500000,3.1595,2.6713,0.4882,False
2394,500000,3.1737,2.6723,0.5014,False
2395,500000,3.1877,2.6727,0.5150,False
2396,500000,3.2042,2.6741,0.5301,False
2397,500000,3.2170,2.6760,0.5410,False
2398,500000,3.2297,2.6764,0.5533,False
2399,500000,3.2448,2.6782,0.5666,False
2400,500000,3.2580,2.6784,0.5796,False
2401,500000,3.2729,2.6795,0.5935,False
2402,500000,3.2855,2.6796,0.6059,True
2403,500000,3.1826,2.6722,0.5104,False
2404,500000,3.1976,2.6741,0.5234,True
2405,500000,3.1466,2.6689,0.4778,False
2406,500000,3.1606,2.6699,0.4906,False
2407,500000,3.1756,2.6714,0.5042,False
2408,500000,3.1892,2.6719,0.5173,False
2409,500000,3.2038,2.6726,0.5311,False
2410,500000,3.2190,2.6755,0.5435,False
2411,500000,3.2324,2.6755,0.5569,True
2412,500000,3.1578,2.6694,0.4884,False
2413,500000,3.1719,2.6708,0.5011,True
2414,500000,3.1265,2.6661,0.4604,False
2415,500000,3.1446,2.6678,0.4768,False
2416,500000,3.1594,2.6681,0.4913,True
2417,500000,3.1197,2.6643,0.4553,False
2418,500000,3.1374,2.6649,0.4726,False
2419,500000,3.1541,2.6668,0.4873,False
2420,500000,3.1700,2.6681,0.5018,False
2421,500000,3.1864,2.6692,0.5172,False
2422,500000,3.1982,2.6696,0.5285,False
2423,500000,3.2132,2.6705,0.5427,True
2424,500000,3.1457,2.6663,0.4794,False
2425,500000,3.1617,2.6668,0.4949,False
2426,500000,3.1743,2.6673,0.5070,True
2427,10681,1.9003,1.7408,0.1595,False
2428,21098,2.0932,1.9120,0.1813,False
2429,31835,2.3336,2.1294,0.2042,False
2430,42326,2.5258,2.2969,0.2289,False
2431,52480,2.6704,2.4130,0.2573,False
2432,62977,2.7686,2.4883,0.2803,False
2433,73165,2.8410,2.5364,0.3046,False
2434,83508,2.8927,2.5654,0.3273,False
2435,93895,2.9411,2.5922,0.3489,False
2436,104376,2.9836,2.6112,0.3725,False
2437,114520,3.0202,2.6256,0.3946,True
2438,124749,2.7396,2.4823,0.2573,False
2439,135719,2.7869,2.5059,0.2809,False
2440,146152,2.8338,2.5268,0.3070,False
2441,156845,2.8718,2.5424,0.3294,False
2442,167123,2.9053,2.5560,0.3493,False
2443,177525,2.9397,2.5686,0.3711,False
2444,187768,2.9697,2.5789,0.3908,False
2445,198361,2.9964,2.5874,0.4090,False
2446,208854,3.0199,2.5939,0.4261,True
2447,218941,2.8774,2.5561,0.3213,False
2448,229617,2.9113,2.5663,0.3450,False
2449,239753,2.9377,2.5750,0.3627,False
2450,250060,2.9613,2.5809,0.3805,False
2451,260591,2.9871,2.5876,0.3995,True
2452,270910,2.9162,2.5709,0.3454,False
2453,280954,2.9440,2.5785,0.3655,False
2454,291232,2.9661,2.5840,0.3821,False
2455,301531,2.9893,2.5907,0.3986,False
2456,311823,3.0098,2.5955,0.4143,False
2457,322296,3.0281,2.5996,0.4284,True
2458,332491,2.9700,2.5927,0.3773,False
2459,342821,2.9887,2.5961,0.3926,False
2460,353346,3.0101,2.6009,0.4092,False
2461,363605,3.0283,2.6048,0.4235,False
2462,373939,3.0450,2.6088,0.4362,False
2463,384377,3.0632,2.6121,0.4511,True
2464,394783,3.0135,2.6099,0.4036,True
2465,405132,2.9971,2.6085,0.3886,True
2466,415593,2.9898,2.6076,0.3822,False
2467,425923,3.0073,2.6109,0.3964,False
2468,436153,3.0222,2.6133,0.4090,False
2469,446164,3.0398,2.6167,0.4232,False
2470,456364,3.0554,2.6192,0.4362,True
2471,466638,3.0317,2.6191,0.4127,False
2472,476792,3.0486,2.6220,0.4265,False
2471,14504,2.0062,1.8265,0.1797,False
2472,28622,2.2437,2.0406,0.2031,False
2473,43034,2.5090,2.2689,0.2401,False
2474,57674,2.6874,2.4140,0.2734,False
2475,72130,2.8014,2.4958,0.3056,False
2476,86283,2.8896,2.5481,0.3415,False
2477,100804,2.9552,2.5828,0.3724,False
2478,115197,3.0082,2.6031,0.4051,True
2479,129064,2.7336,2.4641,0.2695,False
2480,143632,2.7987,2.4972,0.3014,False
2481,157316,2.8508,2.5189,0.3318,True
2482,171523,2.7612,2.4683,0.2929,False
2483,185761,2.8154,2.4900,0.3253,False
2484,199318,2.8654,2.5096,0.3558,True
2485,213427,2.8039,2.4868,0.3171,False
2486,227620,2.8498,2.5020,0.3478,False
2487,241654,2.8903,2.5167,0.3736,False
2488,255635,2.9287,2.5291,0.3996,False
2489,269827,2.9635,2.5402,0.4233,False
2490,284048,2.9981,2.5503,0.4479,False
2491,298392,3.0290,2.5580,0.4710,False
2492,312693,3.0539,2.5648,0.4891,True
2493,327476,2.9661,2.5607,0.4053,True
2494,341642,2.9492,2.5618,0.3874,True
2495,356348,2.9438,2.5644,0.3794,False
2496,370974,2.9769,2.5721,0.4049,False
2497,386039,3.0030,2.5773,0.4257,False
2498,400779,3.0266,2.5825,0.4441,False
2499,415191,3.0509,2.5887,0.4622,False
2500,429258,3.0745,2.5930,0.4814,False
2501,443546,3.0938,2.5978,0.4960,False
2502,458032,3.1122,2.6003,0.5119,False
2503,472489,3.1336,2.6049,0.5287,False
2504,486770,3.1488,2.6069,0.5418,False
2505,500000,3.1659,2.6125,0.5534,False
2506,500000,3.1878,2.6149,0.5729,False
2507,500000,3.2041,2.6185,0.5856,False
2508,500000,3.2189,2.6217,0.5972,False
2509,500000,3.2414,2.6277,0.6137,False
2510,500000,3.2573,2.6305,0.6268,False
2511,500000,3.2757,2.6339,0.6418,False
2512,500000,3.2908,2.6384,0.6524,False
2513,500000,3.3053,2.6418,0.6634,False
2514,500000,3.3220,2.6456,0.6764,True
2515,500000,3.1818,2.6416,0.5403,True
2516,500000,3.1317,2.6412,0.4905,False
2517,500000,3.1481,2.6439,0.5042,False
2518,500000,3.1615,2.6462,0.5153,False
2519,500000,3.1771,2.6488,0.5283,False
2520,500000,3.1882,2.6499,0.5382,False
2521,500000,3.2011,2.6523,0.5489,False
2522,500000,3.2148,2.6545,0.5603,True
2523,500000,3.1462,2.6513,0.4949,True
2524,500000,3.1145,2.6489,0.4656,False
2525,500000,3.1280,2.6511,0.4769,False
2526,500000,3.1434,2.6526,0.4909,False
2527,500000,3.1584,2.6550,0.5034,True
2528,500000,3.1173,2.6523,0.4650,False
2529,500000,3.1298,2.6530,0.4767,False
2530,500000,3.1436,2.6540,0.4896,False
2531,500000,3.1583,2.6558,0.5025,False
2532,500000,3.1717,2.6574,0.5143,False
2533,500000,3.1854,2.6585,0.5269,False
2534,500000,3.1974,2.6596,0.5378,False
2535,500000,3.2117,2.6617,0.5500,False
2536,500000,3.2242,2.6624,0.5618,False
2537,500000,3.2342,2.6628,0.5715,True
2538,500000,3.1504,2.6586,0.4919,False
2539,500000,3.1662,2.6597,0.5065,False
2540,500000,3.1764,2.6603,0.5160,False
2541,500000,3.1899,2.6624,0.5276,False
2542,500000,3.2022,2.6628,0.5394,False
2543,500000,3.2149,2.6657,0.5492,False
2544,500000,3.2261,2.6652,0.5609,False
2545,500000,3.2379,2.6668,0.5711,False
2546,500000,3.2508,2.6681,0.5826,True
2547,500000,3.1607,2.6618,0.4989,False
2548,500000,3.1740,2.6631,0.5108,False
2549,500000,3.1868,2.6643,0.5224,False
2550,500000,3.1996,2.6656,0.5340,False
2551,500000,3.2113,2.6665,0.5448,True
2552,500000,3.1467,2.6624,0.4842,False
2553,500000,3.1617,2.6634,0.4983,False
2554,500000,3.1745,2.6648,0.5097,True
2555,500000,3.1301,2.6604,0.4697,False
2556,500000,3.1430,2.6609,0.4821,True
2557,500000,3.1135,2.6587,0.4549,False
2558,500000,3.1252,2.6598,0.4654,False
2559,500000,3.1424,2.6617,0.4807,False
2560,500000,3.1551,2.6627,0.4925,False
2561,500000,3.1684,2.6630,0.5054,True
2562,500000,3.1219,2.6606,0.4613,True
2563,500000,3.0999,2.6577,0.4422,False
2564,500000,3.1161,2.6587,0.4573,False
2565,500000,3.1317,2.6596,0.4720,False
2566,500000,3.1436,2.6601,0.4835,False
2567,500000,3.1606,2.6616,0.4990,False
2568,500000,3.1752,2.6635,0.5116,True
2569,500000,3.1219,2.6592,0.4626,False
2570,500000,3.1388,2.6612,0.4776,True
2571,500000,3.0972,2.6561,0.4411,False
2572,500000,3.1141,2.6571,0.4570,False
2573,500000,3.1297,2.6586,0.4711,False
2574,500000,3.1434,2.6593,0.4841,False
2575,500000,3.1575,2.6614,0.4961,False
2576,500000,3.1715,2.6625,0.5091,False
2577,500000,3.1835,2.6630,0.5205,False
2578,500000,3.2011,2.6642,0.5369,False
2579,500000,3.2133,2.6656,0.5478,False
2580,500000,3.2268,2.6669,0.5599,False
2581,500000,3.2403,2.6681,0.5722,False
2582,500000,3.2533,2.6695,0.5838,False
2583,500000,3.2663,2.6700,0.5963,False
2584,500000,3.2789,2.6724,0.6065,False
2585,500000,3.2914,2.6738,0.6175,False
2586,500000,3.3036,2.6751,0.6285,False
2587,500000,3.3151,2.6757,0.6395,False
2588,500000,3.3237,2.6764,0.6473,False
2589,500000,3.3357,2.6784,0.6573,False
2590,500000,3.3469,2.6801,0.6668,False
2591,500000,3.3570,2.6813,0.6757,False
2592,500000,3.3666,2.6822,0.6844,False
2593,500000,3.3758,2.6835,0.6923,False
2594,500000,3.3860,2.6850,0.7009,False
2595,500000,3.3988,2.6880,0.7108,False
2596,500000,3.4054,2.6881,0.7173,False
2597,500000,3.4136,2.6895,0.7240,False
2598,500000,3.4227,2.6914,0.7313,False
2599,500000,3.4290,2.6927,0.7362,False
2600,500000,3.4333,2.6932,0.7401,False
2601,500000,3.4454,2.6948,0.7506,False
2602,500000,3.4520,2.6962,0.7558,False
2603,500000,3.4611,2.6968,0.7643,False
2604,500000,3.4645,2.6979,0.7666,False
2605,500000,3.4715,2.6985,0.7729,False
2606,500000,3.4692,2.6987,0.7704,False
2607,500000,3.4716,2.6985,0.7731,False
2608,500000,3.4686,2.6983,0.7703,False
2609,500000,3.4699,2.6983,0.7716,False
2610,500000,3.4653,2.6976,0.7677,False
2611,500000,3.4680,2.6976,0.7704,False
2612,500000,3.4673,2.6983,0.7690,False
2613,500000,3.4731,2.6987,0.7744,False
2614,500000,3.4712,2.6985,0.7727,True
2615,500000,3.2654,2.6845,0.5809,False
2616,500000,3.2707,2.6846,0.5860,False
2617,500000,3.2768,2.6850,0.5918,False
2618,500000,3.2816,2.6850,0.5966,False
2619,500000,3.2888,2.6865,0.6023,False
2620,500000,3.2943,2.6866,0.6077,False
2621,500000,3.2974,2.6865,0.6109,False
2622,500000,3.3068,2.6872,0.6196,False
2623,500000,3.3115,2.6878,0.6237,False
2624,500000,3.3179,2.6883,0.6296,False
2625,500000,3.3255,2.6888,0.6367,True
2626,500000,3.2054,2.6786,0.5268,True
2627,500000,3.1498,2.6727,0.4771,False
2628,500000,3.1606,2.6729,0.4877,False
2629,500000,3.1705,2.6741,0.4964,False
2630,500000,3.1819,2.6745,0.5074,True
2631,500000,3.1344,2.6691,0.4653,False
2632,500000,3.1448,2.6691,0.4757,False
2633,500000,3.1578,2.6703,0.4874,False
2634,500000,3.1710,2.6720,0.4990,False
2635,500000,3.1847,2.6729,0.5118,False
2636,500000,3.1973,2.6731,0.5242,False
2637,500000,3.2094,2.6744,0.5350,False
2638,500000,3.2205,2.6752,0.5453,False
2639,500000,3.2334,2.6767,0.5567,False
2640,500000,3.2432,2.6767,0.5665,False
2641,500000,3.2562,2.6782,0.5779,True
2642,500000,3.1636,2.6704,0.4932,False
2643,500000,3.1777,2.6713,0.5064,True
2644,500000,3.1337,2.6672,0.4665,False
2645,500000,3.1476,2.6679,0.4797,False
2646,500000,3.1576,2.6671,0.4906,False
2647,500000,3.1723,2.6687,0.5036,False
2648,500000,3.1852,2.6702,0.5150,True
2649,500000,3.1301,2.6652,0.4649,False
2650,500000,3.1453,2.6659,0.4794,True
2651,500000,3.1138,2.6626,0.4512,False
2652,500000,3.1294,2.6640,0.4654,True
2653,500000,3.1044,2.6614,0.4431,True
2654,500000,3.0867,2.6582,0.4285,True
2655,500000,3.0754,2.6560,0.4194,False
2656,500000,3.0900,2.6564,0.4335,False
2657,500000,3.1088,2.6583,0.4505,False
2658,500000,3.1238,2.6582,0.4656,False
2659,500000,3.1411,2.6593,0.4818,False
2660,500000,3.1561,2.6607,0.4954,False
2661,500000,3.1696,2.6614,0.5082,True
2662,500000,3.1143,2.6568,0.4575,False
2663,500000,3.1297,2.6586,0.4711,False
2664,500000,3.1453,2.6595,0.4858,False
2665,500000,3.1595,2.6601,0.4994,False
2666,500000,3.1743,2.6610,0.5133,False
2667,500000,3.1887,2.6629,0.5258,True
2668,500000,3.1316,2.6593,0.4723,False
2669,500000,3.1443,2.6591,0.4851,False
2670,500000,3.1609,2.6608,0.5001,False
2671,500000,3.1690,2.6606,0.5083,True
2672,500000,3.1150,2.6558,0.4592,True
2673,500000,3.0936,2.6533,0.4403,False
2674,500000,3.1086,2.6543,0.4543,False
2675,500000,3.1260,2.6565,0.4695,False
2676,500000,3.1431,2.6581,0.4850,False
2677,500000,3.1571,2.6585,0.4986,False
2678,500000,3.1732,2.6604,0.5128,False
2679,500000,3.1876,2.6612,0.5265,False
2680,500000,3.2000,2.6630,0.5370,True
2681,500000,3.1313,2.6580,0.4733,False
2682,500000,3.1485,2.6595,0.4889,False
2683,500000,3.1630,2.6608,0.5022,False
2684,500000,3.1792,2.6621,0.5171,False
2685,500000,3.1939,2.6629,0.5310,False
2686,500000,3.2059,2.6642,0.5418,False
2687,500000,3.2212,2.6657,0.5555,False
2688,500000,3.2357,2.6666,0.5691,False
2689,500000,3.2479,2.6686,0.5792,False
2690,500000,3.2576,2.6693,0.5882,False
2691,500000,3.2711,2.6702,0.6009,False
2692,500000,3.2833,2.6718,0.6115,True
2693,500000,3.1710,2.6643,0.5067,False
2694,500000,3.1870,2.6659,0.5211,False
2695,500000,3.2004,2.6665,0.5338,False
2696,500000,3.2138,2.6682,0.5456,False
2697,500000,3.2258,2.6691,0.5567,False
2698,500000,3.2382,2.6699,0.5683,False
2699,500000,3.2517,2.6716,0.5801,False
2700,500000,3.2634,2.6714,0.5919,False
2701,500000,3.2737,2.6731,0.6006,True
2702,500000,3.1751,2.6660,0.5091,False
2703,500000,3.1870,2.6671,0.5199,False
2704,500000,3.1986,2.6682,0.5304,False
2705,500000,3.2113,2.6694,0.5418,False
2706,500000,3.2223,2.6698,0.5525,False
2707,500000,3.2332,2.6712,0.5621,False
2708,500000,3.2450,2.6722,0.5729,False
2709,500000,3.2565,2.6727,0.5837,False
2710,500000,3.2677,2.6736,0.5940,False
2711,500000,3.2787,2.6749,0.6038,False
2712,500000,3.2865,2.6752,0.6114,False
2713,500000,3.2948,2.6754,0.6193,False
2714,500000,3.3066,2.6777,0.6289,False
2715,500000,3.3184,2.6783,0.6401,False
2716,500000,3.3248,2.6791,0.6458,False
2717,500000,3.3316,2.6789,0.6527,True
2718,500000,3.1987,2.6703,0.5284,False
2719,500000,3.2094,2.6716,0.5378,True
2720,500000,3.1504,2.6663,0.4841,False
2721,500000,3.1633,2.6670,0.4963,False
2722,500000,3.1743,2.6681,0.5062,False
2723,500000,3.1855,2.6680,0.5175,False
2724,500000,3.1986,2.6698,0.5288,False
2725,500000,3.2100,2.6706,0.5394,True
2726,500000,3.1429,2.6644,0.4785,False
2727,500000,3.1562,2.6652,0.4910,False
2728,500000,3.1691,2.6654,0.5037,False
2729,500000,3.1817,2.6676,0.5141,False
2730,500000,3.1926,2.6675,0.5252,True
2731,500000,3.1345,2.6622,0.4723,False
2732,500000,3.1484,2.6628,0.4856,False
2733,500000,3.1617,2.6637,0.4980,False
2734,500000,3.1745,2.6655,0.5090,False
2735,500000,3.1862,2.6658,0.5204,False
2736,500000,3.1986,2.6665,0.5321,False
2737,500000,3.2087,2.6666,0.5421,False
2738,500000,3.2216,2.6681,0.5535,True
2739,500000,3.1490,2.6630,0.4860,True
2740,500000,3.1137,2.6589,0.4548,True
2741,500000,3.0932,2.6560,0.4372,False
2742,500000,3.1082,2.6572,0.4510,False
2743,500000,3.1223,2.6582,0.4641,True
2744,500000,3.0924,2.6540,0.4384,False
2745,500000,3.1082,2.6551,0.4531,False
2746,500000,3.1233,2.6568,0.4665,True
2747,500000,3.0947,2.6531,0.4416,False
2748,500000,3.1110,2.6540,0.4569,False
2749,500000,3.1279,2.6564,0.4715,False
2750,500000,3.1436,2.6577,0.4859,False
2751,500000,3.1582,2.6577,0.5005,False
2752,500000,3.1726,2.6585,0.5142,True
2753,500000,3.1198,2.6544,0.4654,False
2754,500000,3.1342,2.6565,0.4777,False
2755,500000,3.1493,2.6580,0.4914,False
2756,500000,3.1638,2.6586,0.5052,False
2757,500000,3.1765,2.6588,0.5177,True
2758,500000,3.1214,2.6546,0.4669,False
2759,500000,3.1370,2.6571,0.4799,False
2760,500000,3.1531,2.6573,0.4958,False
2761,500000,3.1667,2.6590,0.5077,False
2762,500000,3.1781,2.6590,0.5191,True
2763,500000,3.1234,2.6537,0.4697,False
2764,500000,3.1407,2.6564,0.4843,False
2765,500000,3.1550,2.6565,0.4986,False
2766,500000,3.1701,2.6584,0.5116,False
2767,500000,3.1846,2.6599,0.5247,False
2768,500000,3.1972,2.6605,0.5367,False
2769,500000,3.2102,2.6625,0.5476,False
2770,500000,3.2222,2.6629,0.5593,False
2771,500000,3.2346,2.6636,0.5710,False
2772,500000,3.2442,2.6635,0.5807,True
2773,500000,3.1560,2.6580,0.4980,True
2774,500000,3.1182,2.6549,0.4634,False
2775,500000,3.1319,2.6546,0.4773,False
2776,500000,3.1476,2.6565,0.4911,False
2777,500000,3.1622,2.6577,0.5044,True
2778,500000,3.1164,2.6542,0.4623,False
2779,500000,3.1336,2.6559,0.4778,False
2780,500000,3.1450,2.6555,0.4895,False
2781,500000,3.1576,2.6566,0.5010,False
2782,500000,3.1729,2.6579,0.5150,False
2783,500000,3.1860,2.6590,0.5271,False
2784,500000,3.1992,2.6603,0.5389,False
2785,500000,3.2122,2.6616,0.5506,False
2786,500000,3.2236,2.6619,0.5617,True
2787,500000,3.1472,2.6561,0.4911,True
2788,500000,3.1119,2.6521,0.4597,True
2789,500000,3.0906,2.6487,0.4418,False
2790,500000,3.1067,2.6505,0.4562,True
2791,500000,3.0846,2.6481,0.4366,False
2792,500000,3.1011,2.6487,0.4524,False
2793,500000,3.1183,2.6513,0.4670,False
2794,500000,3.1323,2.6513,0.4811,False
2795,500000,3.1488,2.6532,0.4956,True
2796,500000,3.1058,2.6490,0.4568,False
2797,500000,3.1209,2.6501,0.4708,False
2798,500000,3.1383,2.6518,0.4865,False
2799,500000,3.1535,2.6529,0.5007,False
2800,500000,3.1681,2.6541,0.5140,False
2801,500000,3.1830,2.6560,0.5270,False
2802,500000,3.1986,2.6576,0.5410,False
2803,500000,3.2119,2.6588,0.5531,False
2804,500000,3.2245,2.6598,0.5646,False
2805,500000,3.2386,2.6609,0.5777,False
2806,500000,3.2485,2.6614,0.5871,False
2807,500000,3.2641,2.6634,0.6007,False
2808,500000,3.2761,2.6648,0.6113,False
2809,500000,3.2893,2.6650,0.6243,False
2810,500000,3.2997,2.6667,0.6330,False
2811,500000,3.3122,2.6678,0.6444,False
2812,500000,3.3231,2.6695,0.6536,False
2813,500000,3.3347,2.6704,0.6643,False
2814,500000,3.3450,2.6717,0.6733,False
2815,500000,3.3520,2.6731,0.6789,True
2816,500000,3.2041,2.6629,0.5412,False
2817,500000,3.2180,2.6655,0.5525,False
2818,500000,3.2289,2.6668,0.5621,False
2819,500000,3.2418,2.6674,0.5745,False
2820,500000,3.2498,2.6683,0.5815,False
2821,500000,3.2622,2.6697,0.5925,True
2822,500000,3.1761,2.6632,0.5129,False
2823,500000,3.1888,2.6637,0.5251,False
2824,500000,3.2008,2.6657,0.5351,False
2825,500000,3.2101,2.6663,0.5438,True
2826,500000,3.1486,2.6611,0.4875,False
2827,500000,3.1626,2.6624,0.5001,False
2828,500000,3.1724,2.6622,0.5102,False
2829,500000,3.1847,2.6629,0.5218,False
2830,500000,3.1960,2.6637,0.5324,False
2831,500000,3.2074,2.6654,0.5420,False
2832,500000,3.2210,2.6661,0.5549,False
2833,500000,3.2293,2.6663,0.5630,False
2834,500000,3.2404,2.6677,0.5727,False
2835,500000,3.2522,2.6688,0.5834,True
2836,500000,3.1623,2.6615,0.5007,False
2837,500000,3.1730,2.6616,0.5114,False
2838,500000,3.1847,2.6629,0.5217,False
2839,500000,3.1967,2.6639,0.5328,False
2840,500000,3.2073,2.6641,0.5432,False
2841,500000,3.2200,2.6656,0.5544,False
2842,500000,3.2318,2.6667,0.5651,False
2843,500000,3.2415,2.6671,0.5744,True
2844,500000,3.1607,2.6611,0.4996,False
2845,500000,3.1718,2.6614,0.5105,False
2846,500000,3.1837,2.6626,0.5211,False
2847,500000,3.1950,2.6633,0.5317,True
2848,500000,3.1372,2.6577,0.4796,False
2849,500000,3.1503,2.6583,0.4920,False
2850,500000,3.1650,2.6598,0.5052,False
2851,500000,3.1772,2.6609,0.5163,False
2852,500000,3.1893,2.6629,0.5264,True
2853,500000,3.1322,2.6570,0.4752,False
2854,500000,3.1456,2.6578,0.4877,False
2855,500000,3.1593,2.6588,0.5005,False
2856,500000,3.1756,2.6610,0.5146,False
2857,500000,3.1857,2.6614,0.5243,False
2858,500000,3.1995,2.6615,0.5380,False
2859,500000,3.2126,2.6630,0.5496,False
2860,500000,3.2258,2.6644,0.5614,False
2861,500000,3.2364,2.6656,0.5709,False
2862,500000,3.2455,2.6649,0.5807,False
2863,500000,3.2603,2.6666,0.5937,False
2864,500000,3.2712,2.6681,0.6031,True
2865,500000,3.1718,2.6611,0.5108,False
2866,500000,3.1865,2.6620,0.5245,False
2867,500000,3.1975,2.6629,0.5345,False
2868,500000,3.2075,2.6627,0.5448,False
2869,500000,3.2239,2.6645,0.5594,False
2870,500000,3.2312,2.6653,0.5659,False
2871,500000,3.2422,2.6660,0.5762,False
2872,500000,3.2538,2.6669,0.5869,False
2873,500000,3.2640,2.6678,0.5962,False
2874,500000,3.2738,2.6683,0.6055,False
2875,500000,3.2872,2.6705,0.6167,False
2876,500000,3.2974,2.6707,0.6267,False
2877,500000,3.3058,2.6711,0.6347,False
2878,500000,3.3168,2.6730,0.6438,False
2879,500000,3.3266,2.6735,0.6531,False
2880,500000,3.3378,2.6755,0.6623,False
2881,500000,3.3488,2.6758,0.6730,False
2882,500000,3.3561,2.6773,0.6788,False
2883,500000,3.3652,2.6785,0.6867,False
2884,500000,3.3734,2.6792,0.6943,True
2885,500000,3.2243,2.6684,0.5560,True
2886,500000,3.1617,2.6626,0.4991,True
2887,500000,3.1250,2.6573,0.4678,False
2888,500000,3.1386,2.6589,0.4798,False
2889,500000,3.1508,2.6592,0.4917,False
2890,500000,3.1619,2.6589,0.5030,False
2891,500000,3.1753,2.6605,0.5148,True
2892,500000,3.1257,2.6562,0.4695,False
2893,500000,3.1375,2.6569,0.4805,False
2894,500000,3.1502,2.6586,0.4915,False
2895,500000,3.1628,2.6584,0.5045,False
2896,500000,3.1760,2.6594,0.5166,False
2897,500000,3.1879,2.6598,0.5281,False
2898,500000,3.1986,2.6605,0.5381,False
2899,500000,3.2112,2.6619,0.5493,False
2900,500000,3.2258,2.6626,0.5632,False
2901,500000,3.2365,2.6637,0.5728,False
2902,500000,3.2488,2.6648,0.5840,False
2903,500000,3.2610,2.6651,0.5958,False
2904,500000,3.2716,2.6667,0.6049,False
2905,500000,3.2825,2.6669,0.6156,False
2906,500000,3.2921,2.6677,0.6244,False
2907,500000,3.3041,2.6692,0.6350,False
2908,500000,3.3131,2.6696,0.6435,False
2892,14057,1.9986,1.8236,0.1750,False
2893,27610,2.2347,2.0314,0.2034,False
2894,41621,2.4907,2.2538,0.2369,False
2895,55427,2.6803,2.4085,0.2718,False
2896,68722,2.8013,2.4947,0.3066,False
2897,82556,2.8850,2.5478,0.3373,False
2898,96341,2.9476,2.5815,0.3661,False
2899,110189,3.0019,2.6059,0.3960,False
2900,123835,3.0432,2.6209,0.4224,False
2901,137587,3.0798,2.6338,0.4459,False
2902,151002,3.1103,2.6404,0.4699,False
2903,164808,3.1454,2.6503,0.4951,False
2904,178465,3.1780,2.6569,0.5210,True
2905,192411,2.9233,2.5855,0.3377,False
2906,205619,2.9560,2.5967,0.3593,True
2907,219192,2.8856,2.5598,0.3258,False
2908,232488,2.9174,2.5695,0.3479,False
2909,245947,2.9515,2.5782,0.3733,False
2910,259771,2.9815,2.5863,0.3952,False
2911,273623,3.0106,2.5929,0.4176,False
2912,287723,3.0372,2.5998,0.4374,False
2913,301146,3.0614,2.6047,0.4567,False
2914,315062,3.0869,2.6100,0.4769,False
2915,328818,3.1085,2.6149,0.4937,False
2916,342527,3.1298,2.6189,0.5109,False
2917,355810,3.1476,2.6226,0.5250,False
2918,369681,3.1638,2.6254,0.5384,False
2919,383426,3.1795,2.6287,0.5508,False
2920,396991,3.1964,2.6315,0.5648,False
2921,410704,3.2102,2.6341,0.5761,False
2922,424264,3.2246,2.6350,0.5896,True
2923,437719,3.1106,2.6300,0.4805,True
2924,451581,3.0775,2.6275,0.4500,False
2925,465125,3.0954,2.6306,0.4647,False
2926,478929,3.1094,2.6328,0.4766,False
2927,492162,3.1250,2.6346,0.4904,True
2928,500000,3.0982,2.6341,0.4641,False
2929,500000,3.1161,2.6367,0.4793,False
2930,500000,3.1315,2.6375,0.4940,False
2931,500000,3.1457,2.6393,0.5064,False
2932,500000,3.1593,2.6414,0.5179,True
2933,500000,3.1141,2.6393,0.4748,False
2934,500000,3.1304,2.6413,0.4891,True
2935,500000,3.1036,2.6388,0.4647,True
2936,500000,3.0868,2.6381,0.4487,False
2937,500000,3.1049,2.6393,0.4656,False
2938,500000,3.1204,2.6410,0.4793,False
2939,500000,3.1340,2.6433,0.4907,True
2940,500000,3.1013,2.6401,0.4612,False
2941,500000,3.1156,2.6415,0.4741,False
2942,500000,3.1302,2.6434,0.4868,False
2943,500000,3.1444,2.6447,0.4997,False
2944,500000,3.1564,2.6469,0.5095,False
2945,500000,3.1702,2.6482,0.5220,False
2946,500000,3.1821,2.6495,0.5326,False
2947,500000,3.1960,2.6508,0.5452,False
2948,500000,3.2049,2.6512,0.5537,False
2949,500000,3.2177,2.6523,0.5654,False
2950,500000,3.2293,2.6540,0.5753,True
2951,500000,3.1471,2.6484,0.4987,False
2952,500000,3.1625,2.6499,0.5126,False
2953,500000,3.1750,2.6520,0.5230,False
2954,500000,3.1873,2.6532,0.5341,False
2955,500000,3.1980,2.6541,0.5439,False
2956,500000,3.2096,2.6564,0.5532,False
2957,500000,3.2217,2.6574,0.5643,False
2958,500000,3.2331,2.6584,0.5747,False
2959,500000,3.2438,2.6594,0.5844,False
2960,500000,3.2545,2.6603,0.5942,True
2961,500000,3.1622,2.6534,0.5087,True
2962,500000,3.1271,2.6509,0.4762,False
2963,500000,3.1407,2.6516,0.4891,True
2964,500000,3.1099,2.6498,0.4601,True
2965,500000,3.0943,2.6465,0.4478,False
2966,500000,3.1060,2.6472,0.4588,False
2967,500000,3.1218,2.6490,0.4727,False
2968,500000,3.1343,2.6490,0.4852,False
2969,500000,3.1468,2.6502,0.4967,False
2970,500000,3.1614,2.6518,0.5096,False
2971,500000,3.1736,2.6532,0.5204,False
2972,500000,3.1858,2.6541,0.5317,False
2973,500000,3.1979,2.6556,0.5423,True
2974,500000,3.1320,2.6504,0.4816,True
